No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Smile
4892,220601,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C2CCC1(C(C2)OC(=O)CSC#N)C)C
4893,276800,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,50,0,0,Inactive,0,COC1=CC(=C2C(=C1)C=CC=N2)N=C(N)N=C(N)N
4894,254020,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC1(C(=O)NC(=O)NC1=O)CCSC(=N)N
4896,220689,1,0,Active,48,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)OC2=NC3=C(CCC3)C(=C2)N
4897,142766,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C(=C1)C(=O)O)O.C1=CC2=C(C(=C1)O)N=CC=C2
4901,221007,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,48,0,0,Inactive,0,C1=CC=C(C=C1)C2=NC(=C(N2)C(=O)O)C(=O)O
4902,221012,1,0,Active,92,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,49,1,0,Active,88,C1=CC(=C(C=C1Br)C(=O)C2=C(C=CC(=C2)Br)O)O
4903,15588,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)[N+](=O)[O-]
4904,221086,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCNC1=NC=NC2=C1C=NN2
4906,4871,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C
4907,77604,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(=O)CCC(=O)O)Cl
4908,5771518,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(C(C(O1)OC2=CC=CC3=C2C4=C5C6=C(C=CC(=C6C(=O)O4)C)OC(=O)C5=C3O)OC7C(C(C(C(O7)C)O)OC)O)O)O
4910,680063,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)C(C(C1=CC=CC=C1)N2CCOCC2)N3CCOCC3
4911,407450,1,0,Active,86,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,1,0,Active,65,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O.C(=O)(C(=O)O)O
4912,150648,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)O.C(C(C(C(C(=O)CN)O)O)O)O
4917,14187,1,0,Active,91,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,1,0,Active,46,C1=CC=C2C(=C1)C=CC(=C2CC3=C(C=CC4=CC=CC=C43)O)O
4919,3246022,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1(C(C2C(C(C1O2)Br)Br)C(=O)O)C(=O)O
4920,927899,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
4921,221513,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])CC(=O)O
4923,221519,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)N(CC2=CC=CC=C2)CC3=CC=CC=C3
4924,10366,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=C(C=NC=C1C(=O)O)C(=O)O
4925,3006165,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)O
4928,5771520,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=NO)CCC(=NO)C
4929,407541,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Mn]
4930,407542,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Cu]
4931,9087,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(CC(=O)C=[N+]=[N-])C(C(=O)O)N
4933,3246024,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)O)C)NC1
4935,444212,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(C(=CC(=O)O)C(=O)O)C(=O)O
4936,135485434,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C2C(=C1)C(=C(N2)O)N[O-].C1=CC=C2C(=C1)C(=N[O-])C(=[OH+])N2.[Cu]
4937,5771523,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C2CCC1(C(C2)Cl)CC(=O)O)C
4939,94908,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC2=C(C(=C1)C3=CC=CC4=C3C(=CC=C4)C(=O)O)C(=CC=C2)C(=O)O
4945,3246028,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
4946,3246029,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC(CS(=O)(=O)O)[N+](=O)[O-]
4948,637566,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=CCCC(=CCO)C)C
4949,87983,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(C(=O)O)N(CC(=O)O)N
4952,3246030,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)C1CCC2C1(CC=C3C24C=CC5(C3(CCC(C5)O)C)C(C4C(=O)O)C(=O)O)C
4955,676154,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CC1=CNC2=CC=CC=C21)(C(=O)O)N
4956,6140,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)CC(C(=O)O)N
4958,820629,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)C=C(CC(=O)O)C(=O)O
4959,407900,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1N2CN3CN1C[N+](C2)(C3)CC4=CC=CC=C4
4960,223156,1,0,Active,45,1,0,Active,87,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,CN(CC1=CC=CC2=CC=CC=C21)CC3=CC=CC4=CC=CC=C43
4961,111804,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC(=C(C=C1)N=NC2=C3C=CC(=CC3=CC(=C2O)S(=O)(=O)O)S(=O)(=O)O)C
4969,408043,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,C1CN(CCN1)CCCSC2=C(C=CC(=C2)Cl)Cl
4970,3246034,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,C1=CC=C(C=C1)N=NC(C(=N)N)C(=O)N
4971,853750,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
4974,408168,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,CC(C)CCNC1=NC=NC2=C1C=NN2
4977,20441,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(CC(=O)O)CC(=O)O
4980,5771527,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CNC(=O)N)NC(=O)N
4981,71166,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N
4982,3246037,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=NC2=C(NC(=O)N=C2N1C3C(C(C(O3)CO)O)O)N
4983,408250,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)C2=C(C(=CC3=CC=CC=C32)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O
4984,408275,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NC4=CC=C(C=C4)N=C5C6=CC=CC=C6C7=CC=CC=C75
4988,224250,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1[As](=O)(O)O)[As](=O)(O)O
4990,224270,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(=O)NCC(=O)O)[As](=O)(O)O
4991,224279,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1N=NC2=CC=C(C=C2)[As](=O)(O)O)O
4992,224295,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(=O)N)C(=O)NC2=CC=C(C=C2)[As](=O)(O)O
4994,3246038,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)C(CC(=O)O)SC2=CC=CC=C2
4996,224506,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCC(CC1)NCCNC2=C3C=CC(=CC3=NC=C2)Cl
4998,224575,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=C(C=C(C(=C1NC(=O)N)O)I)[As](=O)(O)O
5000,3246042,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C2C(=C1)C(=NC=N2)NCC(CO)O
5001,224604,0,0,Inactive,0,1,0,Active,44,1,0,Active,44,1,0,Active,47,0,0,Inactive,0,CCCCNC1=C2C=CC(=CC2=NC=C1CN)Cl
5003,135408788,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,CC1=CC(=O)NC(=N1)N=C(N)NC2=CC=C(C=C2)Cl
5008,3246046,0,0,Inactive,0,1,0,Active,93,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C1=CC=CC=C1)N2CCN(CC2)C(C)C3=CC=CC=C3
5009,224772,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=C)CNCCN
5012,224792,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,COC1=CC2=C(C=CN=C2C=C1)SCC(=O)O
5017,224907,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1CS(=O)(=O)N)[As](=O)(O)O
5018,3246047,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(C(=O)O)O)[As](=O)(O)O
5019,224913,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1S(=O)(=O)NCCO)[Sb](=O)(O)O
5020,5771529,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC(=C1)[Sb](=O)(O)O)C=CC(=O)O
5021,224928,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C2=CC(=C(C=C2)[As](=O)(O)O)[N+](=O)[O-])[As](=O)(O)O
5024,3246048,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=NC=C1.C1=C[C-](C=CC1[Sb-](Cl)(Cl)(Cl)(Cl)Cl)CS(=O)(=O)N
5025,224976,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCOC1=CC=CC=C1NC2=C(C=C(C=C2)N)S(=O)(=O)O
5026,224977,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C2C(=C1)C=C(C(=C2S(=O)(=O)O)N=NC3=CC=C(C=C3)N)S(=O)(=O)O
5028,66496,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,46,0,0,Inactive,0,C1=CC=C2C(=C1)C3=C4C(=C(C=C3)NC5=CC=CC6=C5C(=O)C7=CC=CC=C7C6=O)C=CC=C4C2=O
5032,225069,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)CCNC(=O)C3=CC=CC=C3
5033,3246049,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(C(C(=O)O)N)S(=O)CC(=O)N
5034,3246050,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)OC2C(OC3C2OC(O3)(C)C)C4COC(O4)(C)C
5036,137805,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C2C(=C1)NC(=N2)SCC(=O)O
5037,208384,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,C1=CC=C(C=C1)NC(=O)CN
5041,9595215,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CSC(=NC(C(Cl)(Cl)Cl)O)N
5042,3246053,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(CCC(=O)NC1CC(=O)CC2C(CCC(=O)N2)(C)C)C
5044,225483,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(=O)O)NCC(=O)O
5045,1550569,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(C(C(=O)O)NC(=O)N)C(=O)O
5050,3246054,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)C1=CC23CCC4C(C2CC1C(C3C(=O)O)C(=O)O)(CCCC4(C)C(=O)O)C
5052,16684726,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1(C(O[Sb]OC1C(=O)O)C(=O)O)O.O.O.O
5053,16684728,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(C1C(O[Sb]O1)C(C(C(=O)O)O)O)O.O
5054,16684730,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)[Sb]2OC(C(O2)C(C(C(=O)O)O)O)CO.O.O
5055,5771532,1,0,Active,44,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,89,1,0,Active,45,C1=CC=C(C(=C1)C=CC2=CC=NC3=CC=CC=C23)Cl
5058,408821,0,0,Inactive,0,1,0,Active,46,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+](C)(C)CCN(CC1=CC=CS1)C2=CC=CC=N2
5059,226081,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC2=C(C=CC(=C2N)OCC(=O)O)C=C1S(=O)(=O)O
5062,3246060,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CCC(CC1)(C(C2=CC=CC=C2)C(=O)O)O
5064,97725,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(CCO)CC(C(=O)O)N
5065,226266,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)O
5071,3246065,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CC(C2=CC=CC=C2C1=O)(CCC(=O)O)C(=O)O
5075,80819,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1N=C(N)N=C(N)N)S(=O)(=O)O
5076,408996,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,C1CN=C(N1)C2=CC=C(C=C2)C3=CC=C(O3)C4=CC=CC=C4
5079,88779,1,0,Active,48,1,0,Active,45,1,0,Active,43,1,0,Active,91,1,0,Active,46,C1=CC=C(C=C1)SCCC2=CC=NC=C2
5080,3246070,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O
5081,409027,1,0,Active,92,1,0,Active,89,1,0,Active,86,1,0,Active,91,1,0,Active,91,C1=CC(=C(C=C1CSCCC2=CC=NC=C2)Cl)Cl
5083,3246071,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)O
5084,3246072,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OP(=O)(O)O
5086,135485435,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,CC(=NNC(=S)N)C1=CC=CN1
5087,5458408,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,47,0,0,Inactive,0,C1=CC=NC(=C1)NN=CC2=CN=CC=C2
5090,3246074,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+]1(CCCC2=CC=CC=C21)NCC[N+](C)(C)C
5091,3246075,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1(C(C(C(C(C1O)O)O)N=C(N)N)O)N=C(N)N.OS(=O)(=O)O
5093,227281,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C2=CC=C(C=C2)N=C(N)N)N=C(N)N.OS(=O)(=O)O
5094,3246077,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C(NC(S1)C(C(=O)OC(C)(C)C)N2C(=O)C3=CC=CC=C3C2=O)C(=O)O)C
5095,10825,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)CS(=O)(=O)NC2=CC=C(C=C2)C(=O)O
5096,227312,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C(CN=C(N)N)N=C(N)N.OS(=O)(=O)O
5099,227345,1,0,Active,87,1,0,Active,46,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C4=CC=CC=C4C=C3
5102,3246079,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCCNC1=NC=NC2=C1NC=N2
5103,227513,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN(CC)CCN1C2=NC=NC(=C2C=N1)N
5104,227530,1,0,Active,53,1,0,Active,90,1,0,Active,44,1,0,Active,46,0,0,Inactive,0,CN1C2=NC(=NC(=C2C=N1)NCCC3=CC=CC=C3)Cl
5105,409194,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+](C)(C)CCCSC1=NC2=CC=CC=C2N1
5107,3246080,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
5109,334207,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)CC(C(=O)O)N2C(=O)C3=CC=CC=C3C2=O
5112,522083,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=NC2=C(N1)C(=NC=N2)N(CCO)CCO
5113,409314,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)CC(C(=O)O)(C(=O)O)N
5114,210230,1,0,Active,92,1,0,Active,45,1,0,Active,67,1,0,Active,90,1,0,Active,90,C1=CC=C(C=C1)CSCCC2=CC=NC=C2
5116,3246084,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C(=C1)CC(CC(=O)O)C(=O)O)Cl
5117,446168,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)CC(CC(=O)O)C(=O)O
5120,1052,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=NC=C(C(=C1O)CN)CO
5124,228569,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,CC(CCC(=O)O)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br
5125,3246085,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CNC1=NC2=NC=NC(=C2N1)N
5126,409514,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCN1CCO)C2=NC3=NC=NC(=C3N2)N
5127,2761812,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC(=C1)[N+](=O)[O-])CC(C(=O)O)N
5128,3246086,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O
5129,69096,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=NC2=C(N1)C(=NC=N2)SCCC(=O)O
5130,229022,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C(C(=C(N1)C)CN(C)C)CN(C)C
5134,3246087,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CN(C)C)C(=O)C1=CC=CC=C1C(=O)O
5136,16129644,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,C1=CC=C2C(=C1)C3=CC(=C4C5=C(C=CC(=C35)C2=O)C6=C7C4=C(C=C8C7=C(C=C6)C(=O)C9=CC=CC=C98)NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O)NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O
5142,229726,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CCCC3=NC4=C(N3)C(=O)N(C(=O)N4C)C
5146,3246091,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)C5CCCN(C5)C)O)C)O
5148,3246093,1,0,Active,44,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(C4CCCCN4)O
5157,3246094,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC(=NC(=N1)SCCC2=CC=CC=[N+]2C)C
